ID_VENDEDOR,ID_CAMPANA,NUMERO_CAMPANA,ANIO,MES,ES_INICIO_ANIO,ES_NAVIDAD,TARGET_CHURN,ID_VENDEDOR,ID_CAMPANA,EDAD_VENDEDORA,TIPO_VENDEDOR,SEXO,ES_NUEVA,ANTIGUEDAD_MESES,ID_VENDEDOR,ID_CAMPANA,ID_UBICACION,DEPARTAMENTO,PROVINCIA,DISTRITO,ID_VENDEDOR,ID_CAMPANA,NUMERO_CAMPANA,MONTO_ACTUAL,MONTO_ANTERIOR,ID_VENDEDOR,ID_CAMPANA,NUM_CAMPANAS_HISTORICAS,ID_VENDEDOR,ID_CAMPANA,CAMPANAS_CONSECUTIVAS_PREVIAS;;;;
19727236,21101,68,2021,1,1,0,0,19727236,21101,25,Asesora,F,0,43,19727236,21101,20101,ancash,huaraz,huaraz,19727236,21101,68,5791.17,3552.46,19727236,21101,36,19727236,21101,6;;;;
19737143,21101,68,2021,1,1,0,1,19737143,21101,63,Asesora,F,1,0,19737143,21101,100601,huanuco,leoncio prado,rupa-rupa,19737143,21101,68,458.92,0,19737143,21101,1,19737143,21101,0;;;;
19737119,21101,68,2021,1,1,0,0,19737119,21101,,Asesora,F,0,1,19737119,21101,10701,amazonas,utcubamba,bagua grande,19737119,21101,68,886.85,716.89,19737119,21101,2,19737119,21101,1;;;;
19732988,21101,68,2021,1,1,0,0,19732988,21101,,Asesora,F,0,26,19732988,21101,10201,amazonas,bagua,bagua,19732988,21101,68,801.86,1028.83,19732988,21101,13,19732988,21101,3;;;;
19724095,21101,68,2021,1,1,0,1,19724095,21101,,Asesora,F,0,49,19724095,21101,150112,lima,lima,independencia,19724095,21101,68,436.93,702.89,19724095,21101,7,19724095,21101,1;;;;
19737133,21101,68,2021,1,1,0,0,19737133,21101,,Asesora,F,0,1,19737133,21101,150103,lima,lima,ate,19737133,21101,68,882.88,318.95,19737133,21101,2,19737133,21101,1;;;;
19737149,21101,68,2021,1,1,0,0,19737149,21101,,Asesora,F,1,0,19737149,21101,200104,piura,piura,castilla,19737149,21101,68,267.97,0,19737149,21101,1,19737149,21101,0;;;;
19736966,21101,68,2021,1,1,0,0,19736966,21101,,Asesora,F,0,3,19736966,21101,130101,la libertad,trujillo,trujillo,19736966,21101,68,2441.61,6542.01,19736966,21101,5,19736966,21101,4;;;;
19725184,21101,68,2021,1,1,0,1,19725184,21101,,Asesora,F,0,47,19725184,21101,21809,ancash,santa,nuevo chimbote,19725184,21101,68,559.91,0,19725184,21101,9,19725184,21101,0;;;;
19733897,21101,68,2021,1,1,0,1,19733897,21101,34,Asesora,F,0,23,19733897,21101,140309,lambayeque,lambayeque,pacora,19733897,21101,68,2225.67,0,19733897,21101,9,19733897,21101,0;;;;
